screen,dose,Drug.Name,repurposing_target,MOA,IDs,combined_targets,citeline_targets,prism_targets,Syns
REP.PRIMARY,2.5,CID-5458317,MAPK3,MAP KINASE PHOSPHATASE INHIBITOR,BRD:BRD-A08840375-001-01-3,MAPK3,,,
REP.PRIMARY,2.5,ALFUZOSIN,"ADRA1A, ADRA1B, ADRA1D, KCNH2",ADRENERGIC RECEPTOR ANTAGONIST,BRD:BRD-A09056319-003-07-7,"ADRA1A,ADRA1B,ADRA1D,KCNH2,CHRM3","ADRA1A,","ADRA1A,ADRA1B,ADRA1D,KCNH2,",alfetim;alfetim (oral solution);alfetim (oral tablet);alfoten;alfoten (oral solution);alfoten (oral tablet);alfuzosin;alfuzosin (oral solution);alfuzosin (oral tablet);alfuzosin hydrochloride;alfuzosin hydrochloride (oral solution);alfuzosin hydrochloride (oral tablet);benestan;benestan (oral solution);benestan (oral tablet);dalfaz;dalfaz (oral solution);dalfaz (oral tablet);dilotex;dilotex (oral solution);dilotex (oral tablet);mittoval;mittoval (oral solution);mittoval (oral tablet);sl-77.499;sl-77.499 (oral solution);sl-77.499 (oral tablet);sl-77.499-10;sl-77.499-10 (oral solution);sl-77.499-10 (oral tablet);sl770499;sl770499 (oral solution);sl770499 (oral tablet);urion;urion (oral solution);urion (oral tablet);xatral;xatral (oral solution);xatral (oral tablet);benestan retard;sl 77499;sl-77.0499-10;xatral uno
REP.PRIMARY,2.5,AMYLEINE,"",LOCAL ANESTHETIC,BRD:BRD-A09062839-003-10-0,"",,,
REP.PRIMARY,2.5,STRYCHNINE,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CHRNA10, CHRNA9, GLRA1, GLRA2, GLRA3, GLRB",ACETYLCHOLINE RECEPTOR ANTAGONIST,BRD:BRD-A09094913-065-01-0,"CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,CHRNA10,CHRNA9,GLRA1,GLRA2,GLRA3,GLRB",,,
REP.PRIMARY,2.5,NORETHINDRONE-ACETATE,"",PROGESTERONE RECEPTOR AGONIST,BRD:BRD-A09349126-001-10-7,"",,,
REP.PRIMARY,2.5,IOXILAN,"",RADIOPAQUE MEDIUM,BRD:BRD-A09370961-001-01-0,"",NaN,NaN,imagenil;imaginil;iox;ioxilan;oxilan;imagenil 300;imagenil 350;oxilan
REP.PRIMARY,2.5,MEBEVERINE,CHRM1,ACETYLCHOLINE RECEPTOR ANTAGONIST,BRD:BRD-A09467419-003-22-4,"CHRM1,CHRM2,CHRM3,CHRM4","CHRM1,CHRM2,CHRM3,CHRM4,",",",colven;mebeverine + ispaghula
REP.PRIMARY,2.5,FLECAINIDE,"KCNA5, KCNA7, SCN4A, SCN5A",SODIUM CHANNEL BLOCKER,BRD:BRD-A09472452-015-23-4,"KCNA5,KCNA7,SCN4A,SCN5A",",","KCNA5,KCNA7,SCN4A,SCN5A,","almarytm;almarytm (granules);almarytm (tablet);apocard;apocard (granules);apocard (tablet);aristocor;aristocor (granules);aristocor (tablet);e-0735;e-0735 (granules);e-0735 (tablet);flecaine;flecaine (granules);flecaine (tablet);flecainide (oral);flecainide (oral) (granules);flecainide (oral) (tablet);flecainide acetate;flecainide acetate (granules);flecainide acetate (tablet);flecainide cr;flecainide cr (granules);flecainide cr (tablet);r-818;r-818 (granules);r-818 (tablet);tambocor;tambocor (granules);tambocor (tablet);inrhythm;cardiovascular therapy (inhaled), incarda therapeutics;flecainide;flecainide (inhaled formulation, paroxysmal atrial fibrillation), incarda therapeutics"
REP.PRIMARY,2.5,VERAPAMIL,"CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1F, CACNA1G, CACNA1I, CACNA1S, CACNB1, CACNB2, CACNB3, CACNB4, CYP3A4, KCNA10, KCNA7, KCNH2, KCNJ11, NALCN, SCN5A, SLC29A4, SLC6A4",CALCIUM CHANNEL BLOCKER,BRD:BRD-A09533288-003-31-2,"CACNA1A,CACNA1B,CACNA1C,CACNA1D,CACNA1F,CACNA1G,CACNA1I,CACNA1S,CACNB1,CACNB2,CACNB3,CACNB4,CYP3A4,KCNA10,KCNA7,KCNH2,KCNJ11,NALCN,SCN5A,SLC29A4,SLC6A4,ACE,ABCB1,HTR3A",",","CACNA1A,CACNA1B,CACNA1C,CACNA1D,CACNA1F,CACNA1G,CACNA1I,CACNA1S,CACNB1,CACNB2,CACNB3,CACNB4,CYP3A4,KCNA10,KCNA7,KCNH2,KCNJ11,NALCN,SCN5A,SLC29A4,SLC6A4,","verapamil, calosyn pharma;calan;dilacoron;isoptin;isoptin dc;isoptin hta;isoptin sr;isoptin retard;veralan;verapamil"
REP.PRIMARY,2.5,8-BROMO-CAMP,"",PKA ACTIVATOR,BRD:BRD-A09554849-236-07-6,"",,,
REP.PRIMARY,2.5,CYCLOPHOSPHAMIDE,"CYP2A6, CYP2B6, CYP2C18, CYP2C19, CYP2C8, CYP2C9, CYP2D6, CYP3A4, CYP3A5, CYP3A7",DNA ALKYLATING AGENT,BRD:BRD-A09722536-002-18-0,"CYP2A6,CYP2B6,CYP2C18,CYP2C19,CYP2C8,CYP2C9,CYP2D6,CYP3A4,CYP3A5,CYP3A7,TOP2A,TYMS,HRH2,PTGS1,PTGS2",",","CYP2A6,CYP2B6,CYP2C18,CYP2C19,CYP2C8,CYP2C9,CYP2D6,CYP3A4,CYP3A5,CYP3A7,","cyclophosphamide, accentia biopharmaceuticals;cyrevia;revimmune;hicy;cyclophosphamide;cyclophosphamide (high dose, autoimmune disorders), accentia"
REP.PRIMARY,2.5,BOCEPREVIR,"CMA1, CTSA, CTSF, CTSK, CTSL, CTSS",HCV INHIBITOR,BRD:BRD-A09735281-001-02-5,"CMA1,CTSA,CTSF,CTSK,CTSL,CTSS",",","CMA1,CTSA,CTSF,CTSK,CTSL,CTSS,",boceprevir;boceprevir (capsule);boceprevir (granules);boceprevir (powder);boceprevir (tablet);mk-3034;mk-3034 (capsule);mk-3034 (granules);mk-3034 (powder);mk-8175 (tablet);sch 503034;sch 503034 (capsule);sch 503034 (granules);sch 503034 (powder);sch 503034 (tablet);sch503034;sch-503034;sch-503034 (capsule);sch503034 (granules);sch-503034 (granules);sch-503034 (powder);sch-503034 (tablet);vicrelis;vicrelis (capsule);vicrelis (granules);victrelis;victrelis (capsule);victrelis (granules);victrelis (powder);victrelis (tablet);din-02370816
REP.PRIMARY,2.5,SKF-81297,"DRD1, DRD5",DOPAMINE RECEPTOR AGONIST,BRD:BRD-A09828896-004-11-0,"DRD1,DRD5",",","DRD1,DRD5,",skf 81297 hydrochloride;skf-81297
REP.PRIMARY,2.5,ETILEFRINE,"ADRA1A, ADRB1",ADRENERGIC RECEPTOR AGONIST,BRD:BRD-A09925278-003-05-6,"ADRA1A,ADRB1",NaN,NaN,etilefrine pivalate;k-30052;pivetil
REP.PRIMARY,2.5,TIPRANAVIR,"",HIV PROTEASE INHIBITOR,BRD:BRD-A10039652-001-01-2,"",NaN,NaN,aptivus (capsule);aptivus (liquid);pnu-140690 (capsule);pnu-140690 (liquid);tipranavir;tipranavir (capsule);tipranavir (liquid);tipranavir (low dose);tipranivir (liquid);tpv (capsule);u-140690;aptivus;elodius;pnu 140690e;pnu-140690;u-14069
REP.PRIMARY,2.5,PROPRANOLOL,"ADRB1, ADRB2",ADRENERGIC RECEPTOR ANTAGONIST,BRD:BRD-A10070317-003-28-3,"ADRB1,ADRB2,PTGS2","ADRB1,ADRB2,PTGS2,",",","etodolac + propanolol, vicus;propranolol + etodolac, vicus;vt 122;vt-122;vt-11cr;propranolol + etodolac;propranolol + etodolac (cachexia/cancer), vicus therapeutics"
REP.PRIMARY,2.5,ADENOSINE-PHOSPHATE,"ACSL1, ACSS1, ACSS2, ADCY1, ADK, CREB1, FBP1, HINT1, PDE4B, PDE4D, PIM1, PRKAA1, PRKAB1, PRKAB2, PYGL, TRPM4",ADENOSINE RECEPTOR AGONIST,BRD:BRD-A10111329-001-04-6,"ACSL1,ACSS1,ACSS2,ADCY1,ADK,CREB1,FBP1,HINT1,PDE4B,PDE4D,PIM1,PRKAA1,PRKAB1,PRKAB2,PYGL,TRPM4",,,
REP.PRIMARY,2.5,CYCLOPIAZONIC-ACID,ATP2A1,ATPASE INHIBITOR,BRD:BRD-A10420615-001-04-4,ATP2A1,,,
REP.PRIMARY,2.5,GSK429286A,ROCK1,RHO ASSOCIATED KINASE INHIBITOR,BRD:BRD-A10523515-001-07-9,ROCK1,,,
REP.PRIMARY,2.5,FOSFOMYCIN,"",BACTERIAL CELL WALL SYNTHESIS INHIBITOR,BRD:BRD-A10652366-238-04-1,"AMD1,CANT1,DCN,NEIL1,VEGFA,CSF2RA",NaN,NaN,"fonofos;forapyl;fosfocin;fosfogram;fosfomycin;fosfomycin (iv);fosforal;fosfuna;fosmalin;fosmicin;phosphonomycin;contepo;ziti-01;zti-01;zolyd;fosfomycin disodium;fosfomycin disodium (iv, pseudomonas infections), nabriva therapeutics/niaid;fosfomycin disodium (iv, pseudomonas infections), zavante/niaid;fosfomycin disodium (iv, pseudomonas infections/bacterial pneumonia/pyelonephritis/complicated urinary tract infection/bacterial skin infection), nabriva therapeutics"
REP.PRIMARY,2.5,PRENYLAMINE,"CALM1, MYLK2",CALCIUM CHANNEL BLOCKER,BRD:BRD-A10662413-043-11-2,"CALM1,MYLK2",,,
REP.PRIMARY,2.5,EFAROXAN,ADORA2A,ADRENERGIC RECEPTOR ANTAGONIST,BRD:BRD-A10739734-003-10-6,ADORA2A,",",",",dexefaroxan;efaroxan;l-0046;rx-821037;(+)-efaroxan
REP.PRIMARY,2.5,IMILOXAN,"ADRA2A, ADRA2B",ADRENERGIC RECEPTOR ANTAGONIST,BRD:BRD-A10903566-003-07-7,"ADRA2A,ADRA2B","ADRA2B,","ADRA2A,ADRA2B,",imiloxan;rs-21361;rs-49640;rs-84663
REP.PRIMARY,2.5,GRANISETRON,HTR3A,SEROTONIN RECEPTOR ANTAGONIST,BRD:BRD-A10967948-003-06-3,"HTR3A,OPRK1,OPRM1","HTR3A,","HTR3A,",brl-43694;granisetron;kevatril;kytril;kytril solution;taraz;granisetron hydrochloride
REP.PRIMARY,2.5,CARVEDILOL,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, GJA1, HIF1A, KCNH2, NDUFC2, NPPB, SELE, VCAM1, VEGFA",ADRENERGIC RECEPTOR ANTAGONIST,BRD:BRD-A10977446-001-12-1,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1,ADRB2,ADRB3,GJA1,HIF1A,KCNH2,NDUFC2,NPPB,SELE,VCAM1,VEGFA,ACE,ACE2,HCN1,HCN2,HCN3,HCN4","ADRB1,ADRB2,",",","carvedilol, elan;carvedilol, once-daily, elan;artist;bm-14190;bm-910228;carvipress;coreg;coreg ir;coropress;dq-2466;dilatrend;dimitone;eucardic;kredex;skf-105517;carvedilol"
REP.PRIMARY,2.5,CARBAZOCHROME,"","",BRD:BRD-A11070335-236-02-1,"",,,
REP.PRIMARY,2.5,NADIDE,"AHCY, AKR1A1, ALDH2, BLVRA, DHPS, DLD, GALE, HMGCR, HSD17B1, HSD17B4, IMPDH2, MGAM, P2RY11, SORD, TRPM2",ELECTRON ACCEPTOR,BRD:BRD-A11132253-001-08-2,"AHCY,AKR1A1,ALDH2,BLVRA,DHPS,DLD,GALE,HMGCR,HSD17B1,HSD17B4,IMPDH2,MGAM,P2RY11,SORD,TRPM2",,,
REP.PRIMARY,2.5,DEHYDROCHOLATE-ACID,"","",BRD:BRD-A11551002-001-04-6,"",,,
REP.PRIMARY,2.5,MEPARFYLON,"","",BRD:BRD-A11662333-001-03-3,"",,,
REP.PRIMARY,2.5,BAY-85-8050,"","",BRD:BRD-A11731518-001-01-7,"",NaN,NaN,"18f-bay-85-8050;18f-labelled pet tracer (cancer), bayer;bay-85-8050-[18f];tim-1;fluorine-18-bay-85-8050"
REP.PRIMARY,2.5,ENILCONAZOLE,"CYP19A1, CYP1A2, CYP2B6, CYP2C9, CYP2J2, CYP3A4, CYP3A5, NR1I2, PPARA, PTGER2",STEROL DEMETHYLASE INHIBITOR,BRD:BRD-A11776908-065-01-5,"CYP19A1,CYP1A2,CYP2B6,CYP2C9,CYP2J2,CYP3A4,CYP3A5,NR1I2,PPARA,PTGER2",",","CYP19A1,CYP1A2,CYP2B6,CYP2C9,CYP2J2,CYP3A4,CYP3A5,NR1I2,PPARA,PTGER2,",enilconazole;imaverol;imazilil;r-23979
REP.PRIMARY,2.5,AM-92016,GRIN1,POTASSIUM CHANNEL BLOCKER,BRD:BRD-A11813248-003-02-4,GRIN1,,,
REP.PRIMARY,2.5,PROSCILLARIDIN-A,"","",BRD:BRD-A11815689-001-01-1,"",,,
REP.PRIMARY,2.5,LORAZEPAM,"GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, TSPO",BENZODIAZEPINE RECEPTOR AGONIST,BRD:BRD-A11990600-001-03-4,"GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,GABRB1,GABRB2,GABRB3,GABRD,GABRE,GABRG1,GABRG2,GABRG3,GABRP,GABRQ,TSPO",",","GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,GABRB1,GABRB2,GABRB3,GABRD,GABRE,GABRG1,GABRG2,GABRG3,GABRP,GABRQ,TSPO,","lorazepam, neurelis-2;nrl 3;nrl3;nrl-3;lorazepam;lorazepam (intranasal, seizure disorder/status epilepticus), neurelis"
REP.PRIMARY,2.5,CEFEPIME,"",BACTERIAL CELL WALL SYNTHESIS INHIBITOR,BRD:BRD-A12077521-003-01-5,MBP,NaN,NaN,"cefepime, seachaid;sp 1001, seachaid;sp1001, seachaid;sp-1001, seachaid;axepim;axepime;bmy-28142;cepimax;maxcef;maxipime;cefepime;cefepime hydrochloride;cefipime"
REP.PRIMARY,2.5,NUTLIN-3,"MDM2, TP53",MDM INHIBITOR,BRD:BRD-A12230535-001-06-7,"MDM2,TP53",",","MDM2,TP53,","nutlin-3;nutlin-3a;ro-4435385;p53-mdm2 antagonists (cancer), roche"
REP.PRIMARY,2.5,L-CITRULLINE,"ASS1, DDAH1, DDAH2, GPRC6A, NOS1, NOS2, NOS3, OTC, PADI1, PADI2, PADI3, PADI4, PADI6",NITRIC OXIDE STIMULANT,BRD:BRD-A12237696-001-04-2,"ASS1,DDAH1,DDAH2,GPRC6A,NOS1,NOS2,NOS3,OTC,PADI1,PADI2,PADI3,PADI4,PADI6",NaN,NaN,"citrulline, asklepion;citrupress iv;l-citrulline, asklepion"
REP.PRIMARY,2.31,USNIACIN-(+),PTPN1,MAP KINASE ACTIVATOR,BRD:BRD-A12417644-001-07-6,PTPN1,,,
REP.PRIMARY,2.5,L-HYDROXYPROLINE,"","",BRD:BRD-A12454076-001-01-9,"",,,
REP.PRIMARY,2.5,CISAPRIDE,"HTR2A, HTR3A, HTR4, KCNH2",SEROTONIN RECEPTOR AGONIST,BRD:BRD-A12896037-001-04-3,"HTR2A,HTR3A,HTR4,KCNH2","HTR4,","HTR2A,HTR3A,HTR4,KCNH2,",acenalin;alimix;cisapride;cyprid;prepulsid;propulsid;r051619;r-051619;r-51619;risamol
REP.PRIMARY,2.5,POMALIDOMIDE,"CRBN, PTGS2, TNF","ANGIOGENESIS INHIBITOR, TUMOR NECROSIS FACTOR PRODUCTION INHIBITOR",BRD:BRD-A12994259-001-02-1,"CRBN,PTGS2,TNF","TNF,","CRBN,PTGS2,TNF,","actimid;actimid (capsule);actimid (tablet);cc 4047;cc4047;cc-4047;cc-4047 (capsule);cc-4047 (tablet);cdc 394;cdc394;cdc-394;cdc-394 (capsule);cdc-394 (tablet);imid;imid (capsule);imid (tablet);imids, class i, celgene-2;imnovid;imnovid (capsule);imnovid (tablet);pomalidomide;pomalidomide (capsule);pomalidomide (tablet);pomalyst;pomalyst (capsule);pomalyst (tablet);actimid (current lead);enmd-0995;imid-1;s-3apg"
REP.PRIMARY,2.5,TROGLITAZONE,"ACSL4, CYP2C8, ESRRA, ESRRG, PPARG, SERPINE1, SLC29A1, TRPM3","INSULIN SENSITIZER, PPAR RECEPTOR AGONIST",BRD:BRD-A13084692-001-17-3,"ACSL4,ESRRA,ESRRG,PPARG,SERPINE1,SLC29A1,TRPM3,CYP2C8,AKR1B1","AKR1B1,PPARG,","ACSL4,ESRRA,ESRRG,PPARG,SERPINE1,SLC29A1,TRPM3,",ci-991;cs-045;cs-045e;gr-92132x;noscal;prelay;rezulin;romozin;troglitazone;gr-92132;romglizone
REP.PRIMARY,2.5,FLUOROMETHOLONE,NR3C1,GLUCOCORTICOID RECEPTOR AGONIST,BRD:BRD-A13133631-001-04-0,NR3C1,",","NR3C1,","fluorometholone, insite;fluorometholone, novartis oph;methasite;oxylone acetate;u 17323;fluorometholone;fluorometholone (ophthalmic, durasite), insite;fluorometholone acetate"
REP.PRIMARY,2.5,DOXAZOSIN,"ADRA1A, ADRA1B, ADRA1D, KCNH2, KCNH6, KCNH7",ADRENERGIC RECEPTOR ANTAGONIST,BRD:BRD-A13188892-066-21-5,"ADRA1A,ADRA1B,ADRA1D,KCNH2,KCNH6,KCNH7,AKR1D1,SRD5A1,SRD5A2",",","ADRA1A,ADRA1B,ADRA1D,KCNH2,KCNH6,KCNH7,","doxazosin odt;doxazosin, orally disintegrating tablet;alfadil;cardenalin;cardular;cardura;carduran;cruzen;dedralen;diblocin;doxaben;doxapress;kaltensif;normothen;supressin;uk-33274;uk-33274-27;doxazosin;doxazosin mesilate;doxazosin mesylate"
REP.PRIMARY,2.5,PERILLYL-ALCOHOL,FNTA,"APOPTOSIS STIMULANT, FARNESYLTRANSFERASE INHIBITOR",BRD:BRD-A13323580-001-04-8,FNTA,,,
REP.PRIMARY,2.5,ORNITHINE,"ARG1, ARG2, GATM, GPRC6A, OAT, OAZ1, OAZ2, OAZ3, OTC, SLC25A15, SLC25A2, SLC7A1, SLC7A2, SLC7A3, SLC7A4",NFKB PATHWAY MODULATOR,BRD:BRD-A13561534-003-02-0,"ARG2,ODC1,AKR1B1,MAPK3,PPARD,PTGDR2,PTGS1,PTGS2,ARG1,GATM,GPRC6A,OAT,OAZ1,OAZ2,OAZ3,OTC,SLC25A15,SLC25A2,SLC7A1,SLC7A2,SLC7A3,SLC7A4,PDGFD",",",",","a-difluoromethylornithine;dfmo;difluoromethylornithine, av;eflornithine (oral);eflornithine, aventis;eflornithine, aventis (iv);mdl-71782;ornidyl;rmi-71782;dmfo;ornodyl;alpha-difluoromethyl ornithine;difluoromethyl ornithine;eflornithine;eflornithine hydrochloride"
REP.PRIMARY,2.5,5'-CHLORO-5'-DEOXY-ENBA-(+/-),ADORA1,ADENOSINE RECEPTOR AGONIST,BRD:BRD-A13598753-001-01-2,ADORA1,,,
REP.PRIMARY,2.5,SULINDAC,"AKR1B1, MAPK3, PPARD, PTGDR2, PTGS1, PTGS2",CYCLOOXYGENASE INHIBITOR,BRD:BRD-A13946108-001-17-1,"AKR1B1,MAPK3,PPARD,PTGDR2,PTGS1,PTGS2,ARG2,ODC1",NaN,NaN,"sulindac, chs pharma"
REP.PRIMARY,2.5,TC1,BACE1,BETA-SECRETASE INHIBITOR,BRD:BRD-A13964793-001-02-6,BACE1,NaN,NaN,cstc1
REP.PRIMARY,2.5,OXYPHENONIUM,"CHRM1, CHRM3",CHOLINERGIC RECEPTOR ANTAGONIST,BRD:BRD-A14208071-004-19-8,"CHRM1,CHRM3",,,
REP.PRIMARY,2.5,OCTOPAMINE,"F10, TAAR1",TRACE AMINE ASSOCIATED RECEPTOR AGONIST,BRD:BRD-A14240607-003-26-1,"F10,TAAR1",,,
REP.PRIMARY,2.5,GUANADREL,SLC6A2,ADRENERGIC INHIBITOR,BRD:BRD-A14262390-065-01-8,SLC6A2,"SLC6A2,","SLC6A2,",anarel;cl-1388r;guanadrel;hylorel;u-28288d
REP.PRIMARY,2.5,SN-6,"",SODIUM/CALCIUM EXCHANGE INHIBITOR,BRD:BRD-A14316475-001-02-3,"HTR1A,SLC6A2,SLC6A4","HTR1A,SLC6A2,SLC6A4,",",","psn602;psn-602;5-ht1a agonists/norepinephrine/5-ht reuptake inhibitors (obesity), (osi) prosidion;psn-s1;psn-s2"
REP.PRIMARY,2.5,IDRA-21,"GRIA1, GRIA2, GRIA3, GRIA4",GLUTAMATE RECEPTOR POSITIVE ALLOSTERIC MODULATOR,BRD:BRD-A14344385-001-03-2,"GRIA1,GRIA2,GRIA3,GRIA4","GRIA1,","GRIA1,GRIA2,GRIA3,GRIA4,",idra-21;idra-21 analogs;idra-5
REP.PRIMARY,2.5,MESORIDAZINE,"DRD2, HTR2A",DOPAMINE RECEPTOR ANTAGONIST,BRD:BRD-A14395271-074-17-8,"DRD2,HTR2A",,,
REP.PRIMARY,2.5,UB-165,"CHRNA3, CHRNA4, CHRNB2",ACETYLCHOLINE RECEPTOR AGONIST,BRD:BRD-A14574269-051-02-2,"CHRNA3,CHRNA4,CHRNB2",",","CHRNA3,CHRNA4,CHRNB2,",ub-165
REP.PRIMARY,2.5,NORGESTREL,"AR, ESR1, PGR, SRD5A1",PROGESTERONE RECEPTOR AGONIST,BRD:BRD-A14886633-001-01-6,"AR,ESR1,PGR,SRD5A1,PTGS1,PTGS2,CYP19A1","ESR1,PGR,",",","estradiol + levonorgestrel (patch), bayer schering;estradiol/levonorgestrel (patch), bayer schering;levonorgestrel + estradiol (patch), bayer schering;nuvelle;nuvelle continuous;sh-386;levonorgestrel + estradiol valerate;estradiol valerate + levonorgestrel, bayer schering;levonorgestrel + estradiol valerate, bayer schering;levonorgestrel + estradiol valerate, schering ag"
REP.PRIMARY,2.5,DOFEQUIDAR,ABCB1,"MRP INHIBITOR, P GLYCOPROTEIN INHIBITOR",BRD:BRD-A14941520-051-01-0,ABCB1,",","ABCB1,","dofequidar fumarate;ms-209;tm-511;dofequidar;multidrug resistance inhibitor, knoll/mitsui;multidrug resistance inhibitor, schering ag"
REP.PRIMARY,2.5,ALAPROCLATE,SLC6A4,SEROTONIN RECEPTOR ANTAGONIST,BRD:BRD-A14966924-003-07-7,SLC6A4,",","SLC6A4,",alaproclate
REP.PRIMARY,2.5,DIADENOSINE-TETRAPHOSPHATE,"P2RY13, P2RY2",ADENOSINE KINASE INHIBITOR,BRD:BRD-A15035311-001-01-8,"P2RY13,P2RY2",,,
REP.PRIMARY,2.5,MILNACIPRAN,"GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B, SLC6A2, SLC6A4",SEROTONIN-NOREPINEPHRINE REUPTAKE INHIBITOR (SNRI),BRD:BRD-A15202882-003-02-7,"GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,GRIN3A,GRIN3B,SLC6A2,SLC6A4","SLC6A2,SLC6A4,","GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,GRIN3A,GRIN3B,SLC6A2,SLC6A4,",dalcipran;f2207;f-2207;f2641;f-2641;impulsor;ixel;joncia;midalcipran;milnacipran;milnacipran hydrochloride;milnacipran sr;savella;tn912;tn-912;toledomin;ixel cap;lixel
REP.PRIMARY,2.5,FLUOCINOLONE-ACETONIDE,"NR3C1, SERPINA6",GLUCOCORTICOID RECEPTOR AGONIST,BRD:BRD-A15297126-001-04-3,"NR3C1,SERPINA6",,,
REP.PRIMARY,2.5,L-CYSTINE,"CTNS, SLC3A1, SLC7A11, SLC7A9","",BRD:BRD-A15397381-001-02-5,"ADORA1,ADORA2A,ADORA2B,ADORA3,HSP90B1,CTNS,SLC3A1,SLC7A11,SLC7A9",",","ADORA1,ADORA2A,ADORA2B,ADORA3,HSP90B1,","h-327/86;dinac;dinac, astrazeneca;n,n`-diacetyl-l-cystine"
REP.PRIMARY,2.5,GW-1929,PPARG,PPAR RECEPTOR AGONIST,BRD:BRD-A15415227-003-02-9,"PPARG,PPARA","PPARA,PPARG,","PPARG,","gw-1929;gw-2331;ppar ligand, glaxo wellcome"
REP.PRIMARY,2.5,BMY-14802,HTR1A,SIGMA RECEPTOR ANTAGONIST,BRD:BRD-A15435692-003-02-3,"HTR1A,SIGMAR1","HTR1A,SIGMAR1,","HTR1A,","5-ht 1a receptor agonist (dyskinesia), skybridge;bmy-14802;bmy-14802 (dyskinesia), skybridge;bmy-14802, skybridge"
REP.PRIMARY,2.5,SDZ-21009,"HTR1A, HTR1B","ADRENERGIC RECEPTOR ANTAGONIST, SEROTONIN RECEPTOR ANTAGONIST",BRD:BRD-A15530910-001-02-1,"HTR1A,HTR1B",,,
REP.PRIMARY,2.5,REBAMIPIDE,FPR1,FREE RADICAL SCAVENGER,BRD:BRD-A15909516-001-06-6,"FPR1,HTR3A,HTR4",NaN,NaN,"ksr 001;ksr001;ksr-001;rebamipide, kukje"
REP.PRIMARY,2.5,BUCLADESINE,PRKACA,"ADENOSINE RECEPTOR AGONIST, CAMP STIMULANT",BRD:BRD-A15931911-001-03-8,PRKACA,",","PRKACA,","actosin;bucladesine;dc-2797;drcamp;dt-5621;dbcamp;bucladesine ointment (decubitus ulcers), daiichi"
REP.PRIMARY,2.5,INDOBUFEN,"PTGS1, PTGS2","CYCLOOXYGENASE INHIBITOR, PLATELET AGGREGATION INHIBITOR",BRD:BRD-A16296925-001-01-3,"PTGS1,PTGS2","PTGS1,PTGS2,","PTGS1,PTGS2,",dextro-indobufen;ibustrin;indobufen;k-3920
REP.PRIMARY,2.5,THIOCTIC-ACID,"ACHE, LIAS, LIPT1, PTGS2, SLC5A6",REDUCING AGENT,BRD:BRD-A16347691-001-13-1,"ACHE,LIAS,LIPT1,PTGS2,SLC5A6",,,
REP.PRIMARY,2.5,DORAMECTIN,"","",BRD:BRD-A16350940-001-01-9,"",,,
REP.PRIMARY,2.5,QUINESTROL,ESR1,ESTROGEN RECEPTOR AGONIST,BRD:BRD-A16439188-001-01-1,ESR1,"ESR1,","ESR1,",basaquines;esrovis;quinestrol;w-3566
REP.PRIMARY,2.5,BUTOCONAZOLE,"",BACTERIAL CELL WALL SYNTHESIS INHIBITOR,BRD:BRD-A16665823-001-02-0,"",NaN,NaN,butoconazole;butoconazole nitrate;exelgyn;femstat;femstat 3;femstat one
REP.PRIMARY,2.5,BADGE,PPARG,PPAR RECEPTOR ANTAGONIST,BRD:BRD-A16694057-001-06-8,PPARG,,,
REP.PRIMARY,2.5,ISOXSUPRINE,ADRB2,ADRENERGIC RECEPTOR AGONIST,BRD:BRD-A16700644-003-04-4,ADRB2,NaN,NaN,isoxsuprine pivalate;lr-693;vasosuprina
REP.PRIMARY,2.5,PROTIRELIN,TRHR,THYROTROPIN RELEASING HORMONE RECEPTOR AGONIST,BRD:BRD-A16997652-001-02-3,TRHR,"TRHR,","TRHR,","abbott-38579;antepan, relefact-trh;protirelin;stimu-tsh;thypinone;thyrefact;tiregan;trh prem;trh-roche;trh-sr, takeda"
REP.PRIMARY,2.5,DEHYDROACETIC-ACID,"","",BRD:BRD-A17300716-001-01-5,"",,,
REP.PRIMARY,2.5,ALCLOMETASONE-DIPROPIONATE,"CYP3A4, NR3C1, SERPINA6",GLUCOCORTICOID RECEPTOR AGONIST,BRD:BRD-A17407635-001-04-0,"CYP3A4,NR3C1,SERPINA6",,,
REP.PRIMARY,2.5,CARPROFEN,"PTGS1, PTGS2",CYCLOOXYGENASE INHIBITOR,BRD:BRD-A17411484-001-11-9,"PTGS1,PTGS2","PTGS1,PTGS2,","PTGS1,PTGS2,",c-5720;carpofen;carprofen;imadyl;imafen;rimadyl;ro-20-5720
